1,0,5842
1,1,18605
1,2,24207
1,3,67689
1,4,8081
1,5,28929
1,6,57073
1,7,15215
1,8,18162
1,9,3027
1,10,18021
1,11,61194
1,12,88
1,13,8312
1,14,29618
1,15,3565
1,16,1412
1,17,29156
1,18,48502
1,19,17977
1,20,3747
1,21,69935
1,22,22207
1,23,59818
1,24,34051
1,25,54909
1,26,37067
1,27,64975
1,28,16441
1,29,37166
1,30,36611
1,31,36573
1,32,5036
1,33,42825
1,34,28811
1,35,23637
1,36,2334
1,37,44792
1,38,62039
1,39,18234
1,40,46933
1,41,30439
1,42,26589
1,43,12963
1,44,10881
1,45,27974
1,46,47852
1,47,7070
1,48,19377
1,49,31590
1,50,17632
1,51,20344
1,52,39699
1,53,57945
1,54,37813
1,55,72625
1,56,37543
1,57,27618
1,58,1482
1,59,17960
1,60,6331
1,61,2144
1,62,40376
1,63,50834
1,64,41279
1,65,48294
1,66,3557
1,67,8152
1,68,18175
1,69,8733
1,70,23307
1,71,8605
1,72,26991
1,73,3348
1,74,38944
1,75,28680
1,76,18506
1,77,1266
1,78,52965
1,79,247
1,80,5007
1,81,74856
1,82,19280
1,83,60750
1,84,1285
1,85,1785
1,86,8712
1,87,31686
1,88,1523
1,89,31639
1,90,8512
1,91,34892
1,92,57889
1,93,47826
1,94,14804
1,95,947
1,96,53320
1,97,20583
1,98,59372
1,99,50031
1,100,51154
1,101,22244
1,102,1217
1,103,59642
1,104,3511
1,105,25756
1,106,13119
1,107,28556
1,108,512
1,109,5085
1,110,19970
1,111,19429
1,112,37215
1,113,2123
1,114,1497
1,115,58334
1,116,26962
1,117,30795
1,118,457
1,119,41486
1,120,48674
1,121,21737
1,122,776
1,123,20058
1,124,42224
1,125,58309
1,126,36021
1,127,18674
1,128,55885
1,129,27935
1,130,10122
1,131,55247
1,132,7623
1,133,38068
1,134,717
1,135,27149
1,136,37412
1,137,9478
1,138,1363
1,139,36603
1,140,48122
1,141,18403
1,142,64258
1,143,13645
1,144,69863
1,145,27037
1,146,7718
1,147,38896
1,148,37820
1,149,57638
1,150,58704
1,151,19850
1,152,36720
1,153,1959
1,154,48953
1,155,20983
1,156,59147
1,157,48544
1,158,7026
1,159,39809
1,160,29497
1,161,37288
1,162,57929
1,163,44885
1,164,55019
1,165,4009
1,166,7677
1,167,23255
1,168,48782
1,169,49042
1,170,70730
1,171,9110
1,172,19084
1,173,19038
1,174,54828
1,175,36301
1,176,13443
1,177,38999
1,178,35295
1,179,44434
1,180,30783
1,181,2631
1,182,10469
1,183,14918
1,184,50064
1,185,20878
1,186,47161
1,187,26502
1,188,41969
1,189,8926
1,190,882
1,191,27567
1,192,3153
1,193,14204
1,194,2263
1,195,23068
1,196,67888
1,197,19743
1,198,43696
1,199,2083
1,200,24487
1,201,44407
1,202,8682
1,203,1810
1,204,44357
1,205,2893
1,206,14772
1,207,18518
1,208,37692
1,209,17712
1,210,28427
1,211,38710
1,212,19002
1,213,40326
1,214,58582
1,215,18345
1,216,1032
1,217,24856
1,218,5462
1,219,58847
1,220,33489
1,221,22378
1,222,30494
1,223,403
1,224,15319
1,225,27795
1,226,8176
1,227,369
1,228,5614
1,229,6896
1,230,27840
1,231,29186
1,232,4531
1,233,71786
1,234,2765
1,235,3615
1,236,60339
1,237,46644
1,238,17494
1,239,47506
1,240,37468
1,241,72428
1,242,2375
1,243,23420
1,244,27211
1,245,9487
1,246,19321
1,247,37264
1,248,37455
1,249,11898
1,250,6271
1,251,12839
1,252,14058
1,253,77296
1,254,8803
1,255,9887
1,256,46931
1,257,19359
1,258,19127
1,259,68478
1,260,26829
1,261,73566
1,262,26001
1,263,36569
1,264,26006
1,265,16710
1,266,55810
1,267,22966
1,268,59959
1,269,57925
1,270,36257
1,271,33767
1,272,37094
1,273,31547
1,274,2065
1,275,18641
1,276,19060
1,277,34842
1,278,9525
1,279,36947
1,280,15289
1,281,2329
1,282,1661
1,283,59961
1,284,44910
1,285,18775
1,286,69429
1,287,26412
1,288,21207
1,289,48188
1,290,75081
1,291,4196
1,292,702
1,293,731
1,294,38745
1,295,38979
1,296,39846
1,297,19106
1,298,19074
1,299,64948
1,300,8598
1,301,37657
1,302,17944
1,303,14083
1,304,20817
1,305,28543
1,306,38507
1,307,5833
1,308,15708
1,309,811
1,310,47025
1,311,55824
1,312,60273
1,313,30363
1,314,34171
1,315,17738
1,316,36655
1,317,69855
1,318,36405
1,319,20943
1,320,9284
1,321,14528
1,322,62064
1,323,7712
1,324,69560
1,325,57934
1,326,18544
1,327,29332
1,328,70654
1,329,654
1,330,6885
1,331,7678
1,332,2128
1,333,40847
1,334,59511
1,335,30545
1,336,26604
1,337,38949
1,338,8966
1,339,66243
1,340,15765
1,341,25605
1,342,18524
1,343,966
1,344,56770
1,345,17954
1,346,2738
1,347,25812
1,348,399
1,349,51970
1,350,5343
1,351,56208
1,352,37493
1,353,26317
1,354,64214
1,355,56452
1,356,2498
1,357,47747
1,358,28332
1,359,49532
1,360,37681
1,361,21967
1,362,3330
1,363,12072
1,364,23494
1,365,11980
1,366,68238
1,367,7115
1,368,2032
1,369,258
1,370,17909
1,371,48741
1,372,2542
1,373,55576
1,374,59646
1,375,68046
1,376,58342
1,377,54978
1,378,15102
1,379,19386
1,380,52291
1,381,41916
1,382,68404
1,383,19404
1,384,50787
1,385,2346
1,386,56704
1,387,17331
1,388,7313
1,389,70610
1,390,27124
1,391,16498
1,392,20928
1,393,32952
1,394,5605
1,395,1900
1,396,48405
1,397,70691
1,398,2044
1,399,40110
1,400,19984
1,401,48899
1,402,57339
1,403,58818
1,404,70628
1,405,23681
1,406,16626
1,407,36815
1,408,50034
1,409,29723
1,410,49784
1,411,36326
1,412,15303
1,413,37279
1,414,27388
1,415,48959
1,416,75080
1,417,350
1,418,72315
1,419,64701
1,420,41509
1,421,2396
1,422,37714
1,423,14619
1,424,31998
1,425,59249
1,426,46593
1,427,16454
1,428,58861
1,429,59695
1,430,16129
1,431,72569
1,432,11247
1,433,38539
1,434,7093
1,435,26731
1,436,60894
1,437,6862
1,438,67798
1,439,18848
1,440,8049
1,441,69856
1,442,19030
1,443,3806
1,444,36818
1,445,31363
1,446,17278
1,447,38730
1,448,55055
1,449,51699
1,450,19466
1,451,19305
1,452,2113
1,453,1511
1,454,46563
1,455,3417
1,456,10803
1,457,61237
1,458,60652
1,459,5228
1,460,48614
1,461,50096
1,462,5591
1,463,36736
1,464,797
1,465,36393
1,466,38319
1,467,37072
1,468,3751
1,469,19397
1,470,4341
1,471,12933
1,472,1886
1,473,56767
1,474,40312
1,475,40199
1,476,57687
1,477,58396
1,478,6530
1,479,42427
1,480,10649
1,481,17714
1,482,52857
1,483,37529
1,484,44671
1,485,55397
1,486,37578
1,487,32689
1,488,8600
1,489,55216
1,490,36883
1,491,30935
1,492,50659
1,493,913
1,494,48383
1,495,47454
1,496,72020
1,497,1450
1,498,46816
1,499,16476
1,500,30172
1,501,58260
1,502,3068
1,503,44016
1,504,43078
1,505,5121
1,506,9300
1,507,68408
1,508,37399
1,509,52415
1,510,49176
1,511,48472
1,512,30583
1,513,1037
1,514,7930
1,515,1625
1,516,24316
1,517,29396
1,518,8525
1,519,18694
1,520,36650
1,521,31418
1,522,20222
1,523,24961
1,524,1627
1,525,12490
1,526,5017
1,527,20584
1,528,47789
1,529,67614
1,530,6950
1,531,71397
1,532,55060
1,533,36255
1,534,20432
1,535,4895
1,536,18972
1,537,67593
1,538,18421
1,539,17588
1,540,22071
1,541,31125
1,542,36459
1,543,439
1,544,27457
1,545,14503
1,546,15522
1,547,28485
1,548,9287
1,549,11283
1,550,51897
1,551,2560
1,552,58983
1,553,28141
