0,47454
1,47454
2,50787
3,1959
4,27124
5,30439
6,33489
7,13645
8,19466
9,17909
10,30783
11,3511
12,38539
13,1959
14,258
15,29332
16,73566
17,258
18,28485
19,8803
20,654
21,66243
22,19038
23,882
24,4196
25,3027
26,8966
27,56767
28,2065
29,16498
30,2263
31,36736
32,48614
33,9478
34,17714
35,56452
36,18972
37,3153
38,30545
39,19970
40,40376
41,7930
42,18544
43,2560
44,36573
45,20058
46,15303
47,20344
48,28141
49,2631
50,56208
51,28811
52,36569
53,5007
54,57339
55,40376
56,88
57,44792
58,19743
59,2334
60,58342
61,19038
62,15522
63,14804
64,42427
65,37455
66,57945
67,37455
68,49532
69,8926
70,7718
71,23420
72,797
73,947
74,36947
75,67798
76,2542
77,36405
78,49042
79,811
80,11283
81,1900
82,19970
83,68478
84,36255
85,59642
86,57925
87,57687
88,57073
89,19321
90,48544
91,44016
92,27388
93,776
94,27974
95,38944
96,14058
97,18345
98,2334
99,27457
100,52415
101,1032
102,13119
103,88
104,3511
105,913
106,6862
107,36720
108,56704
109,16498
110,3511
111,4341
112,31639
113,15319
114,64975
115,66243
116,8512
117,15708
118,1032
119,38710
120,7678
121,36255
122,37094
123,20943
124,22071
125,38539
126,30783
127,48294
128,26006
129,10469
130,67798
131,19305
132,58260
133,28811
134,28680
135,16498
136,17909
137,20943
138,50787
139,3417
140,16476
141,1625
142,60894
143,913
144,1482
145,28929
146,2893
147,68404
148,36573
149,34842
150,18524
151,50096
152,55055
153,51970
154,11247
155,67593
156,58847
157,36573
158,23420
159,1810
160,14619
161,88
162,57929
163,64975
164,72428
165,3153
166,41279
167,19970
168,36815
169,50659
170,37279
171,29332
172,8733
173,36393
174,5842
175,2542
176,42427
177,8733
178,7026
179,31547
180,54828
181,27840
182,77296
183,39699
184,17738
185,3751
186,10649
187,28485
188,37279
189,48472
190,44885
191,68046
192,5085
193,58334
194,654
195,23068
196,17738
197,17954
198,57889
199,18694
200,30795
201,47852
202,57687
203,40326
204,24961
205,8803
206,25812
207,36611
208,55055
209,48614
210,72428
211,40312
212,68404
213,14204
214,24316
215,56704
216,258
217,26006
218,14204
219,19060
220,49784
221,8512
222,26731
223,18021
224,15303
225,5462
226,28332
227,59646
228,26502
229,37657
230,1886
231,15102
232,48405
233,49176
234,71786
235,55576
236,59147
237,69863
238,247
239,18694
240,30783
241,5591
242,17494
243,258
244,16498
245,69429
246,56770
247,2123
248,71397
249,3751
250,75080
251,50034
252,26731
253,2065
254,27037
255,20344
256,57889
257,7026
258,61194
259,9300
260,776
261,6718
262,15102
263,58861
264,5462
265,46933
266,14772
267,36603
268,58847
269,18775
270,44671
271,19030
272,3511
273,36720
274,36569
275,2144
276,18175
277,18972
278,36947
279,439
280,19305
281,26962
282,12072
283,23420
284,55810
285,36815
286,72020
287,67614
288,58260
289,55247
290,19305
291,1032
292,19850
293,31547
294,67614
295,7026
296,59372
297,50034
298,5085
299,17954
300,38745
301,369
302,3511
303,457
304,55397
305,15303
306,13645
307,19743
308,26001
309,56208
310,31639
311,966
312,36459
313,37578
314,68238
315,41279
316,59818
317,27567
318,14619
319,3348
320,8512
321,37493
322,947
323,19404
324,16129
325,10881
326,57073
327,3806
328,8152
329,59959
330,47454
331,1363
332,7313
333,11980
334,36818
335,46816
336,42224
337,7115
338,37681
339,8803
340,60894
341,399
342,36301
343,16454
344,88
345,47747
346,56704
347,8152
348,69856
349,913
350,8803
351,52291
352,61194
353,36818
354,17331
355,1886
356,48614
357,18021
358,20878
359,57339
360,42825
361,50834
362,2765
363,38999
364,49176
365,59695
366,9300
367,14804
368,9487
369,36655
370,24856
371,3511
372,3417
373,16626
374,3806
375,1045
376,48614
377,55810
378,19404
379,57929
380,1886
381,19038
382,23307
383,37094
384,44434
385,23255
386,36301
387,9110
388,41916
389,44407
390,53320
391,13119
392,48899
393,36405
394,51897
395,14204
396,2113
397,23307
398,57339
399,18162
400,37813
401,19404
402,30795
403,5085
404,59147
405,19404
406,882
407,37072
408,47826
409,27211
410,702
411,3511
412,258
413,57945
414,38319
415,3751
416,39699
417,258
418,31125
419,19074
420,18972
421,27935
422,23307
423,31418
424,36603
425,6718
426,70610
427,27618
428,64214
429,60894
430,3068
431,7677
432,6896
433,48899
434,439
435,10122
436,18506
437,55055
438,19850
439,55397
440,17331
441,30783
442,28680
443,11980
444,4531
445,27567
446,4531
447,9887
448,39846
449,19984
450,68478
451,1450
452,27935
453,57934
454,20432
455,4341
456,19030
457,20344
458,13119
459,52857
460,4895
461,3511
462,37681
463,55810
464,52857
465,7070
466,21207
467,27149
468,2542
469,19074
470,22378
471,17712
472,2893
473,35295
474,68046
475,3511
476,20432
477,21967
478,28427
479,36818
480,34051
481,48674
482,2144
483,60339
484,9525
485,74856
486,7115
487,3511
488,48899
489,29332
490,17977
491,50034
492,69935
493,16710
494,30439
495,13119
496,797
497,44434
498,36326
499,16441
500,882
501,16498
502,27840
503,30935
504,4531
505,882
506,37493
507,38068
508,13645
509,27618
510,36255
511,3557
512,258
513,19321
514,70730
515,18674
516,18421
517,40376
518,58342
519,3153
520,75081
521,16476
522,27840
523,19970
524,654
525,3511
526,19386
527,1045
528,48502
529,18421
530,8926
531,18234
532,17738
533,71397
534,36573
535,14804
536,47826
537,54828
538,19002
539,6862
540,913
541,10803
542,19743
543,1661
544,1482
545,14204
546,70654
547,10469
548,36720
549,28929
550,3417
551,5842
552,3330
553,68046
554,15289
555,2065
556,19984
